main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Temperature ],secondary value [Temperature]
9,401,5,879,4,751
9,579,5,659,31,945
8,977,686,681,28,68
8,800,9,68,9,76
785,592,5,882,4,478
9,605,5,187,48,466
8,578,4,357,203,574
9,742,3,655,39,148
9,233,9,594,10,866
8,114,7,365,3,110
8,685,6,954,3,762
8,116,42,964,32,13
787,863,7,888,611,503
9,895,3,164,20,744
9,552,6,242,12,808
7,700,34,684,43,570
9,17,9,648,45,839
8,731,1,657,17,989
7,795,2,944,568,354
9,24,5,55,24,931
9,257,1,819,15,640
9,24,8,331,39,445
8,262,3,188,5,573
9,704,7,607,2,156
9,69,8,786,15,619
9,155,1,275,757,450
9,708,5,619,5,697
9,298,7,489,3,639
8,171,1,806,45,175
7,780,25,327,3,415
779,267,4,111,55,367
9,537,6,275,11,829
8,912,31,553,34,685
9,802,7,500,11,867
9,794,4,63,5,456
9,199,5,949,4,365
880,850,28,358,3,992
7,775,6,741,21,208
9,633,5,336,15,517
7,535,24,433,5,502
7,808,5,427,11,517
850,60,40,822,5,708
9,577,278,520,1,126
8,858,29,353,3,7
8,317,6,118,40,853
964,961,585,617,28,86
8,484,3,469,2,469
815,387,1,455,46,458
8,299,4,206,5,327
933,799,6,876,5,382
9,489,577,686,5,484
8,543,593,416,3,158
7,563,6,396,2,21
9,894,6,975,7,375
890,115,2,679,2,613
9,813,7,811,3,113
9,866,13,950,5,471
9,270,4,937,11,609
9,820,2,528,21,272
9,553,6,90,14,152
8,892,5,384,5,278
9,455,16,885,1,468
8,477,9,487,3,102
856,288,329,351,835,519
8,22,5,719,42,450
9,829,22,343,42,619
7,717,1,243,9,170
8,706,5,484,9,355
7,822,5,266,34,78
9,453,644,175,26,302
8,152,5,519,5,267
9,873,5,665,22,910
790,116,8,532,18,394
931,344,6,173,5,480
7,541,42,703,4,426
9,51,7,730,4,452
8,516,5,233,43,490
9,402,2,629,4,748
8,0,6,620,42,92
9,989,2,888,21,215
9,711,4,28,30,324
9,653,9,189,399,361
829,159,17,62,4,303
834,376,12,530,1,656
9,83,6,575,1,882
8,495,7,619,3,283
9,25,9,129,360,702
9,234,7,984,18,631
9,212,3,869,37,877
8,281,7,627,49,652
9,909,7,545,26,338
7,771,5,590,17,486
8,479,1,430,5,549
9,534,24,91,37,458
7,820,7,589,4,642
7,953,18,183,37,647
915,96,7,994,3,896
8,387,1,924,10,566
9,802,736,759,17,676
9,940,1,835,5,177
781,27,7,410,1,257
9,272,2,786,1,501
9,589,5,823,4,419
8,955,6,827,26,155
8,918,9,713,43,349
9,422,4,611,20,644
9,786,659,171,18,261
9,870,8,652,900,810
8,200,7,297,5,33
7,919,22,280,3,805
7,854,5,720,4,752
942,104,5,485,6,939
8,768,9,884,5,644
9,802,8,228,3,585
92,376,1,496,5,609
9,943,4,258,5,85
905,817,40,533,15,974
9,953,89,300,24,520
9,913,3,811,4,330
8,933,22,229,5,261
7,648,5,736,3,322
996,902,8,718,5,154
982,749,4,419,24,430
8,918,42,97,46,558
7,828,6,288,22,304
9,893,777,758,3,565
8,60,11,313,6,78
8,990,8,154,3,576
8,354,3,512,24,313
8,285,34,657,3,636
791,951,11,626,10,444
806,524,2,929,48,736
9,655,11,453,1,349
9,902,4,151,6,392
8,905,14,21,22,929
8,0,6,62,3,483
8,3,2,594,22,473
9,877,7,660,5,45
9,800,4,323,15,618
8,901,4,357,29,388
8,178,4,931,2,45
8,321,3,917,22,892
8,659,4,959,58,879
915,512,7,723,5,407
7,625,8,325,1,651
7,654,12,160,33,668
8,96,5,437,42,278
9,946,3,28,3,681
9,907,702,735,1,906
8,930,9,235,22,90
9,890,3,864,1,504
8,717,4,238,3,298
9,375,9,646,3,783
8,429,8,840,4,87
7,655,330,77,44,793
8,438,8,292,5,323
8,396,12,317,4,813
9,581,2,412,2,514
9,485,5,83,8,310
8,852,22,895,5,477
9,56,5,231,20,265
9,934,11,141,31,329
9,237,5,802,22,578
9,923,3,846,3,501
9,166,9,302,18,684
8,647,1,465,5,384
8,310,8,995,9,528
7,890,5,270,4,386
9,311,5,536,26,29
9,50,6,794,518,747
9,832,8,827,5,108
7,722,9,697,14,165
9,981,9,57,13,110
8,903,1,942,17,997
9,271,6,266,5,576
9,402,451,745,4,504
8,61,9,970,4,176
918,919,5,485,29,985
8,618,1,617,14,886
8,489,9,600,16,119
7,735,9,663,39,16
9,290,8,821,9,593
9,536,26,631,35,451
7,889,8,845,10,605
8,707,26,728,4,627
9,332,3,630,20,883
8,7,4,643,4,540
9,154,5,395,21,994
8,269,9,961,29,632
9,626,6,669,2,26
9,656,6,867,9,541
7,790,2,623,48,212
7,757,4,268,16,542
974,569,8,792,5,167
9,25,5,239,1,384
8,357,279,209,37,206
7,669,435,891,53,132
9,569,9,561,4,348
8,580,25,952,48,601
8,117,8,911,37,371
9,393,7,509,11,903
7,953,12,608,3,691
9,671,9,476,5,144
9,964,7,126,2,879
7,628,1,463,1,22
9,807,44,248,1,697
91,39,33,646,6,909
8,137,658,578,8,553
9,895,8,315,27,408
9,332,908,153,37,822
8,370,9,777,25,897
8,238,3,205,1,897
9,752,812,30,6,556
8,795,9,142,981,857
7,562,24,778,11,348
8,335,6,848,37,573
773,212,40,647,5,595
8,702,37,96,28,347
8,15,8,845,4,479
8,828,12,39,2,736
9,411,6,196,3,264
9,684,46,993,20,722
9,953,270,833,4,101
8,217,3,234,36,94
9,795,2,743,2,993
9,646,3,971,3,33
8,101,7,504,56,178
8,109,16,208,27,259
796,930,2,865,3,607
8,71,5,113,2,112
7,865,8,254,10,18
9,39,7,859,36,536
9,511,6,136,18,802
7,797,6,487,28,556
8,720,5,515,5,90
9,136,44,310,5,603
8,625,9,493,8,15
8,885,9,187,5,853
9,491,27,40,1,798
8,797,3,857,4,342
8,382,11,856,23,217
9,806,36,954,25,377
9,268,1,647,49,661
8,363,39,114,5,192
9,942,43,924,3,238
7,562,486,114,3,826
8,248,5,627,8,798
904,290,6,184,9,727
9,455,7,209,8,33
8,547,30,202,3,751
9,46,27,767,3,340
8,929,6,22,4,471
9,138,8,368,3,963
8,973,7,712,23,873
9,172,5,292,5,61
7,703,5,442,7,832
7,849,6,70,3,279
8,25,8,694,48,186
8,382,3,61,4,732
8,780,7,214,3,20
8,955,40,47,44,112
9,464,9,612,5,210
9,597,930,824,3,83
9,32,1,870,4,257
7,826,2,542,4,910
7,502,4,782,10,599
9,320,49,299,16,953
910,171,16,130,928,498
8,927,669,893,2,150
9,709,9,964,22,905
802,161,7,527,34,242
8,950,39,615,3,553
9,743,1,677,5,216
9,152,7,952,29,554
750,314,7,675,15,408
7,609,5,994,2,568
9,223,8,639,3,577
7,903,68,272,24,806
8,337,2,760,31,189
835,506,20,268,43,101
8,39,5,958,5,563
8,12,47,282,13,179
8,371,12,737,39,540
7,885,9,862,35,539
9,904,9,674,4,925
8,498,9,176,4,725
9,596,7,944,4,2
7,831,4,574,11,188
9,616,8,59,5,456
8,219,9,102,18,971
804,983,1,469,23,984
9,170,22,723,24,725
7,641,41,843,40,202
8,92,6,257,21,641
8,505,22,94,9,635
9,104,20,922,21,29
9,285,4,456,16,774
8,742,7,749,3,676
9,677,8,780,12,122
8,660,6,384,2,56
7,659,45,342,7,494
9,68,8,509,13,976
8,321,9,438,11,17
8,852,13,277,11,803
7,933,6,49,16,491
871,958,6,200,5,139
9,279,5,992,5,133
8,601,48,698,146,600
8,311,2,843,21,844
7,753,824,197,4,546
9,450,1,997,2,921
8,273,318,148,20,822
8,297,7,514,14,484
8,828,621,112,5,380
8,684,23,656,3,422
8,951,8,860,18,201
8,146,8,236,21,694
8,583,6,311,924,449
9,556,909,205,3,679
853,138,6,172,4,720
8,797,7,141,3,432
9,953,986,496,45,868
9,509,8,409,44,801
8,201,7,666,5,715
9,516,7,132,5,113
9,719,248,849,40,925
9,209,8,260,4,272
7,567,50,957,41,894
7,950,22,886,5,642
7,728,7,197,43,335
787,806,8,238,3,317
9,80,14,691,3,24
8,519,8,904,3,221
8,243,8,699,39,796
8,177,7,210,4,964
8,482,9,375,538,419
784,52,47,596,48,499
9,263,2,27,24,719
7,874,4,448,37,12
8,116,9,132,43,231
9,381,35,337,17,492
8,183,17,71,6,352
9,507,43,600,6,199
8,699,1,976,3,315
9,459,486,169,492,953
7,972,6,817,49,687
9,582,4,345,1,555
9,857,1,889,37,608
8,104,3,561,3,153
7,866,7,706,15,69
926,986,12,913,5,224
769,149,5,811,3,947
9,698,5,481,4,354
8,911,8,463,28,318
7,755,13,59,804,795
8,220,2,981,1,896
9,553,9,223,14,315
965,553,12,538,1,393
8,91,3,648,4,634
8,213,8,27,5,133
9,439,5,160,4,831
