main value [Voltage (V)],secondary value [Voltage (V)],main value [Current (A)],secondary value [Current (A)],main value [Temperature ],secondary value [Temperature]
6,915,49,344,9,378
4,679,3,154,4,878
6,494,325,832,730,120
3,801,5,253,4,954
5,483,4,195,6,192
26,607,29,536,693,60
41,302,1,611,8,966
7,290,3,120,6,269
31,386,31,457,677,798
5,486,4,817,9,911
15,644,27,448,5,130
8,855,19,946,6,187
5,235,4,226,8,132
5,461,3,551,864,602
494,961,41,669,6,768
3,986,5,384,6,353
6,15,1,369,5,461
3,253,5,284,6,168
6,900,4,571,8,482
39,783,13,643,43,646
5,312,35,924,892,580
7,876,48,525,9,523
5,358,266,645,6,832
31,379,4,635,733,787
4,181,48,704,863,794
4,460,37,2,6,802
38,349,21,8,8,217
29,464,27,176,8,616
40,438,4,510,6,263
7,186,20,316,6,754
41,775,35,326,7,365
49,888,5,173,5,558
7,167,49,993,9,388
8,247,27,207,4,782
6,49,19,701,9,880
4,88,4,542,7,246
7,135,1,591,45,671
10,303,1,663,7,551
3,178,22,983,8,927
2,813,4,220,9,5
3,493,22,697,7,683
6,139,4,227,8,819
4,358,2,793,8,996
13,0,3,275,683,661
5,297,5,202,4,701
3,329,13,941,8,731
12,736,42,135,7,667
6,781,11,147,7,42
5,157,2,133,8,736
39,205,35,339,6,143
22,292,3,395,6,287
35,105,5,92,5,288
16,287,42,116,7,965
715,498,5,62,7,14
1,97,29,727,7,803
6,596,15,837,5,614
8,969,13,71,8,244
6,137,48,774,6,181
6,234,14,371,6,566
27,890,3,800,907,269
4,219,39,482,852,478
4,825,2,865,9,90
8,223,16,116,9,903
7,100,16,45,6,907
2,969,4,553,8,195
27,838,11,392,5,969
7,488,2,935,6,215
1,456,48,175,5,389
3,923,4,698,8,975
8,94,3,22,4,573
19,720,1,197,9,603
5,579,4,133,8,939
15,793,4,130,8,208
6,559,34,403,7,279
6,142,374,813,5,594
3,18,47,485,813,852
3,943,43,714,4,867
16,850,2,842,971,342
9,501,1,960,8,439
597,17,30,100,9,117
6,715,17,316,6,0
5,710,2,7,5,845
3,181,15,57,49,16
4,147,5,53,7,318
2,675,18,167,8,953
7,396,48,363,7,234
5,517,3,905,6,254
16,186,24,546,5,189
4,587,3,74,4,490
3,65,4,531,5,472
6,970,3,608,9,6
36,953,36,321,6,222
4,902,40,393,46,25
5,60,17,417,587,719
7,208,16,876,5,344
31,574,42,909,9,786
6,109,2,489,44,845
6,829,26,253,8,472
833,44,3,678,45,819
9,186,3,566,9,641
17,191,44,740,6,365
7,283,42,837,9,2
22,727,3,531,9,93
7,159,18,448,43,992
46,386,22,478,60,683
34,426,2,681,6,903
23,613,5,146,839,649
22,900,3,458,8,601
42,681,3,561,9,32
21,401,17,570,7,717
2,838,18,830,8,719
46,279,4,693,6,974
22,804,47,100,7,243
6,629,2,110,6,612
42,959,31,297,8,676
3,0,3,949,602,705
26,53,4,920,5,883
11,136,29,576,4,810
39,10,39,109,8,565
47,964,3,827,706,942
6,969,3,171,7,417
41,173,365,805,8,962
5,113,2,971,7,531
3,301,26,575,6,227
3,755,38,625,8,900
2,930,1,420,671,163
563,651,2,26,5,129
4,422,2,903,758,86
33,869,3,921,4,559
31,146,3,418,5,497
5,929,28,738,44,999
33,445,29,466,9,89
9,87,25,449,541,595
6,716,20,384,6,153
6,921,5,545,4,756
6,321,23,704,5,657
35,52,1,662,47,37
2,583,31,398,7,677
23,232,38,661,604,747
1,303,4,493,9,258
5,894,40,609,7,972
35,392,3,566,7,849
6,694,14,330,5,306
34,125,2,818,5,922
35,289,268,236,5,930
33,927,4,473,6,681
8,891,1,439,5,374
14,671,2,477,6,852
6,114,30,751,4,781
7,670,37,462,754,79
3,835,15,488,9,794
29,602,2,842,7,916
2,80,16,941,8,493
6,525,3,837,4,814
4,976,4,454,6,674
23,32,4,752,9,419
4,382,42,685,7,6
608,288,35,0,5,14
329,127,5,489,8,193
48,553,44,691,7,295
42,692,3,566,8,38
3,888,21,953,9,721
49,829,3,482,5,826
11,790,5,353,903,636
3,250,12,969,7,22
41,121,5,526,8,203
5,856,5,471,5,529
14,424,3,498,45,451
36,882,34,460,8,201
23,950,11,473,45,820
39,281,3,273,5,531
3,840,47,854,48,491
5,771,44,451,5,45
6,990,29,197,7,740
6,523,4,804,677,509
39,636,42,213,650,580
15,88,44,437,924,161
605,549,4,90,8,330
35,336,2,530,7,317
5,814,25,650,8,274
9,767,4,426,8,886
5,56,3,885,5,665
23,686,5,437,4,642
6,206,4,706,8,395
6,740,20,972,45,552
652,941,1,714,876,105
7,456,40,702,45,679
10,745,3,359,4,792
5,533,22,785,6,651
12,861,3,592,8,964
25,901,13,537,7,17
4,194,3,704,49,113
567,427,35,435,4,457
540,106,17,985,9,507
6,164,16,622,6,915
6,562,25,453,693,872
634,563,4,598,5,194
8,570,1,588,5,160
9,203,488,936,5,591
2,730,3,379,5,10
21,686,38,507,7,712
6,661,21,854,7,189
28,203,493,923,743,630
37,410,5,551,4,318
7,206,25,755,9,330
4,22,3,515,4,783
5,196,29,479,8,290
2,26,38,392,8,469
1,842,498,609,801,787
299,283,44,719,49,965
29,231,3,91,6,42
5,216,5,341,9,673
6,696,1,384,5,867
7,215,4,24,8,503
51,657,35,949,5,430
12,213,18,900,7,181
24,113,4,528,9,885
6,721,26,222,9,220
3,416,15,637,7,380
5,355,2,969,565,511
20,692,4,54,4,746
5,157,3,458,864,17
35,26,3,372,8,430
3,726,4,755,4,466
6,181,27,706,7,871
14,543,1,212,5,224
31,651,17,816,7,986
37,419,4,762,7,350
5,907,15,689,9,579
2,201,430,343,5,253
4,561,47,380,9,297
35,259,1,892,6,482
5,602,36,341,916,875
6,112,21,223,985,618
2,213,42,845,4,496
43,335,42,290,7,54
4,227,4,236,5,15
5,733,37,89,682,376
16,244,40,614,775,277
6,269,19,424,9,1
3,42,31,569,533,706
6,679,41,729,5,911
5,445,41,649,9,794
6,953,35,396,8,213
6,750,13,667,7,117
3,591,5,541,6,530
5,24,2,254,7,619
5,169,3,65,6,549
5,615,553,704,45,27
695,866,20,923,92,476
10,166,17,342,45,145
11,403,14,994,45,74
31,832,12,422,7,577
6,635,15,114,5,867
716,595,1,761,9,124
1,941,5,380,6,913
46,120,16,184,7,609
15,870,4,279,8,275
5,500,2,142,43,547
25,187,3,673,6,532
6,413,11,798,8,568
6,678,38,226,9,903
3,128,32,219,7,281
2,148,1,563,8,544
4,356,20,39,5,941
6,570,5,504,8,290
5,337,3,763,7,583
33,745,2,238,6,667
3,58,30,617,6,879
1,695,22,5,4,553
21,122,49,472,6,648
6,237,517,364,7,542
6,894,24,219,52,740
4,616,16,13,4,948
6,6,3,425,820,137
3,838,16,790,9,361
1,911,49,203,6,865
6,569,3,688,5,426
18,124,33,311,4,960
5,459,26,170,43,782
12,552,5,107,49,726
16,887,3,272,9,128
1,972,21,741,6,215
7,70,49,653,9,267
18,501,4,590,6,22
4,326,4,568,8,402
4,982,4,175,4,356
4,245,39,70,6,608
4,849,17,143,4,815
11,73,2,726,6,320
7,277,33,864,9,165
13,253,38,703,9,787
8,770,5,375,6,110
11,56,4,637,8,807
6,572,5,40,6,568
3,368,5,189,8,996
667,607,536,455,7,438
3,424,15,11,6,873
19,699,16,823,8,679
228,860,45,190,8,449
34,894,21,894,8,500
6,313,3,85,6,870
35,197,5,77,5,431
3,178,5,482,4,529
12,153,4,710,8,363
23,105,33,936,9,182
31,94,5,472,8,923
3,977,36,897,5,852
31,655,38,174,6,221
24,910,15,288,6,134
5,840,3,447,4,757
4,8,49,99,5,304
13,326,4,601,9,464
12,628,4,23,6,654
4,247,4,951,6,716
15,914,27,427,5,118
247,404,2,143,7,751
16,115,23,305,7,139
6,23,20,613,6,271
5,277,3,408,6,712
34,362,22,709,8,417
3,639,40,802,43,960
2,772,15,309,8,331
3,372,14,861,9,185
14,995,21,747,45,405
1,471,16,304,8,672
5,592,5,264,5,528
12,916,31,930,5,857
3,302,4,910,7,240
5,161,32,294,8,140
1,98,3,321,8,946
19,123,20,896,47,618
4,287,32,85,9,899
34,647,4,572,7,645
2,697,4,515,8,839
6,583,24,933,47,978
3,129,12,890,9,916
3,394,5,308,8,432
5,882,1,785,5,632
44,331,3,733,5,657
297,689,3,610,5,947
3,748,3,209,42,959
14,949,5,148,5,899
6,719,13,996,43,64
21,753,5,508,703,28
2,409,23,640,9,174
1,881,2,430,7,804
52,977,5,322,6,102
286,397,1,584,8,483
4,767,3,902,8,302
5,25,4,401,5,508
6,367,46,992,5,941
6,21,18,40,7,420
3,478,479,999,5,366
18,461,1,937,8,364
22,520,35,390,6,321
3,850,5,31,8,514
804,520,44,817,461,670
5,593,17,472,7,553
4,838,27,383,46,264
14,887,45,461,7,382
38,445,31,875,43,203
3,695,1,552,9,832
336,992,28,572,5,739
27,849,41,257,834,635
5,695,5,451,6,977
7,50,1,540,5,857
11,123,412,611,6,925
11,961,38,624,7,519
4,244,39,163,9,371
13,402,39,847,7,495
6,267,3,520,5,782
5,528,40,202,8,263
6,851,2,896,7,735
18,546,5,226,9,223
12,244,2,842,6,460
10,374,42,243,7,853
583,239,2,895,6,679
1,640,37,32,5,667
5,517,2,546,44,755
7,718,1,679,7,25
42,17,4,616,5,194
5,345,4,391,6,3
9,168,15,907,7,54
18,79,26,262,7,375
371,475,45,645,6,757
3,387,12,998,8,432
6,277,46,912,968,427
45,605,41,826,4,977
2,238,22,521,443,265
33,602,2,962,9,607
11,20,22,435,5,579
272,780,46,910,4,600
8,288,18,124,7,412
3,651,37,742,8,905
7,291,33,13,5,168
5,623,3,942,5,844
39,312,29,466,8,525
7,362,4,401,45,671
23,495,4,165,9,286
7,58,43,992,945,973
3,648,38,972,8,72
2,376,43,324,7,611
6,484,45,513,938,765
17,271,37,879,5,352
7,220,26,831,7,557
9,195,5,162,8,906
23,636,41,729,8,535
3,909,540,130,6,612
39,365,34,57,5,42
1,957,2,524,9,866
5,161,4,732,4,530
2,803,4,61,5,163
7,187,151,342,9,74
6,399,49,250,6,242
12,246,3,67,6,537
49,613,2,787,6,84
34,164,5,91,4,736
688,70,3,487,6,372
175,986,13,128,53,317
2,976,5,60,9,387
20,253,16,25,4,345
24,322,5,555,7,313
505,325,39,115,9,34
2,673,17,413,9,635
3,928,3,973,8,860
36,897,3,353,7,47
6,562,48,190,8,479
1,967,33,460,5,413
32,782,39,219,8,620
8,33,16,781,9,775
409,155,13,316,5,80
2,858,4,645,807,496
1,608,1,411,9,623
6,529,35,894,999,129
6,966,2,533,5,617
6,39,4,15,5,236
6,896,19,318,582,725
4,142,2,946,635,180
6,719,5,144,9,108
7,6,3,264,6,734
6,444,41,862,49,815
5,524,3,839,6,651
6,406,5,74,4,979
27,215,21,526,47,919
7,26,4,528,4,810
2,542,17,250,43,704
35,715,3,938,4,916
13,825,20,658,5,433
24,537,2,759,9,936
1,180,5,92,44,150
7,35,4,230,8,992
6,497,2,352,529,714
34,521,20,244,5,474
16,335,2,636,7,215
30,908,1,952,5,309
18,425,5,214,612,329
29,224,30,934,6,524
3,965,5,456,6,394
236,415,2,848,5,493
5,124,25,598,7,659
2,202,4,979,570,213
3,723,3,736,9,642
19,928,3,538,5,37
5,621,14,103,48,485
3,380,24,775,43,754
3,430,15,365,8,351
7,197,1,604,9,857
10,783,3,598,7,618
6,506,1,195,46,469
5,826,3,523,9,113
44,662,4,458,5,648
5,575,36,788,4,657
2,299,3,136,8,616
23,546,5,115,5,242
33,566,1,765,7,349
6,428,49,989,7,486
6,73,3,61,6,227
7,125,4,551,5,459
9,934,4,498,5,160
33,734,555,249,7,135
36,449,4,822,6,896
35,906,527,955,8,737
8,898,25,248,5,18
3,161,5,283,9,677
4,197,1,661,5,437
1,613,32,944,6,521
39,330,5,113,4,396
24,946,4,462,9,344
678,965,4,19,7,321
5,692,20,566,6,754
3,974,3,213,7,116
7,455,4,831,4,427
17,874,250,106,9,950
49,932,40,484,907,593
24,4,4,921,8,784
4,604,25,560,4,969
7,279,12,900,9,80
46,168,42,339,815,870
431,327,30,343,5,201
6,483,15,401,651,150
15,670,441,623,8,703
6,234,4,518,5,940
29,196,14,16,6,580
18,36,3,934,7,774
1,790,4,926,5,797
2,357,28,836,43,300
11,650,12,282,8,901
31,15,16,124,7,325
2,578,4,181,5,446
3,530,15,385,7,328
3,114,3,506,7,677
7,59,2,462,8,851
2,59,13,135,7,778
8,221,19,373,4,418
59,679,3,296,7,182
4,653,43,49,44,791
7,309,48,198,6,591
6,989,4,646,7,425
15,68,3,894,9,549
5,956,23,478,7,240
474,558,2,878,6,223
6,149,21,878,8,434
5,127,17,653,8,197
6,760,20,40,807,363
2,406,4,898,8,127
5,369,5,514,6,814
6,111,5,168,7,640
7,484,2,727,7,421
551,993,15,758,7,344
3,330,2,958,8,331
5,555,3,742,7,929
44,796,416,839,8,728
2,921,3,426,7,472
32,540,19,128,7,417
70,642,2,868,9,54
7,920,230,664,7,265
26,692,4,481,6,639
5,433,32,710,49,982
2,786,20,487,886,703
12,242,29,692,8,441
7,296,38,894,6,330
917,234,45,962,7,707
29,622,4,531,5,211
1,604,3,629,7,193
7,13,1,553,4,294
2,193,4,31,7,66
27,773,2,891,7,104
5,201,37,580,5,658
6,820,514,225,6,34
2,709,41,459,9,338
34,419,5,243,485,388
5,798,47,322,9,576
1,228,11,790,6,720
35,10,3,924,7,42
21,533,45,156,6,502
6,665,335,740,7,998
5,55,3,578,5,226
6,32,41,876,990,473
6,506,22,688,5,942
41,723,5,210,5,672
20,727,21,49,8,831
14,301,5,1,9,219
3,11,40,304,8,402
5,670,19,133,6,260
10,979,48,587,9,174
3,537,3,967,84,486
3,199,5,140,6,845
5,587,23,897,6,975
6,250,4,978,6,170
5,539,3,308,9,937
2,357,2,270,8,21
4,232,49,600,6,542
20,436,30,612,9,119
4,166,5,483,5,110
33,638,3,406,5,614
5,893,1,754,7,911
5,402,39,7,45,388
40,157,23,839,45,343
5,979,14,301,474,978
2,672,4,130,9,775
42,611,4,731,7,109
4,432,1,227,760,257
6,73,3,138,7,521
35,113,13,35,7,426
6,70,42,832,7,137
574,273,3,639,8,882
6,325,5,273,8,360
7,14,14,726,9,744
2,45,24,872,5,738
5,19,24,771,7,63
461,617,2,917,6,432
625,818,1,715,9,9
20,819,43,664,5,149
1,877,2,730,8,585
11,705,2,593,8,238
4,786,5,420,7,83
7,48,5,25,7,454
1,311,22,368,7,641
6,245,28,700,4,543
44,15,4,246,6,772
28,730,15,195,7,525
5,161,15,155,4,986
49,908,31,352,8,224
33,700,2,591,6,156
2,631,20,116,8,272
5,472,37,302,4,375
5,518,2,929,764,553
2,763,24,416,827,175
42,195,14,756,8,214
6,149,5,534,7,427
8,685,2,912,8,269
57,469,21,382,9,290
25,339,49,366,589,406
37,881,48,975,9,848
6,325,14,275,6,279
12,459,16,551,5,789
6,397,2,254,8,221
35,393,5,439,6,449
258,678,36,747,7,342
15,74,13,307,9,20
5,572,30,540,8,763
7,220,5,157,9,674
5,40,31,981,6,529
214,220,4,36,6,561
2,699,42,569,6,680
27,156,3,479,9,528
5,78,3,734,921,292
12,62,2,375,8,55
1,906,4,656,8,273
1,694,40,402,4,803
4,488,40,735,567,70
4,431,1,240,8,8
47,82,23,501,9,134
12,156,28,216,48,269
442,276,20,67,8,586
4,985,24,978,6,959
6,167,45,825,9,335
4,119,2,459,5,628
6,696,3,851,9,85
21,708,5,298,5,537
28,719,44,803,8,167
11,985,4,201,7,608
7,839,35,694,48,511
6,97,5,387,6,409
7,126,29,726,909,193
5,595,5,511,4,386
6,49,3,806,6,974
3,975,5,214,5,259
3,604,28,759,43,497
9,210,11,443,7,785
38,301,3,982,9,412
5,795,44,431,6,272
44,206,3,834,4,972
5,643,11,510,66,774
17,893,26,894,9,869
2,910,4,928,8,934
5,756,33,8,9,751
43,434,5,73,7,278
14,949,17,366,7,632
21,395,5,540,7,759
5,159,48,638,5,458
3,166,36,863,5,289
5,941,24,670,435,443
32,62,4,668,7,525
6,195,17,57,8,586
5,341,5,522,922,347
21,359,1,670,6,774
13,810,4,615,5,509
895,995,533,500,5,150
7,259,16,822,47,968
20,877,4,629,44,446
6,440,36,126,8,986
2,102,2,865,8,935
567,860,4,792,7,359
5,101,22,657,7,301
53,325,1,849,6,479
7,13,3,198,7,668
6,854,44,836,9,973
28,900,4,843,6,307
1,732,32,615,8,241
40,187,2,890,5,510
35,685,3,574,7,169
3,346,3,959,7,366
7,505,34,535,9,205
1,596,1,928,6,415
41,273,22,333,9,12
6,145,14,663,6,463
15,944,14,173,9,553
1,417,2,704,6,467
15,692,5,497,6,565
43,453,36,659,42,964
29,134,5,535,8,125
11,733,15,927,5,252
7,81,4,405,9,425
2,645,4,626,5,835
35,104,4,560,539,142
725,650,5,331,48,382
66,345,17,667,5,964
25,735,5,50,6,632
6,366,49,342,7,957
21,146,17,252,9,614
31,962,29,383,7,130
3,838,48,466,6,491
3,730,5,211,67,256
6,837,5,412,7,270
1,498,22,758,7,583
37,653,30,705,6,994
18,555,1,819,8,31
6,382,27,642,5,296
3,471,13,826,5,684
6,64,4,166,9,281
4,590,15,925,5,179
19,93,5,41,9,557
6,715,2,99,7,663
5,737,12,848,6,961
4,857,5,480,8,320
668,879,15,999,5,4
13,802,3,523,8,342
5,799,3,636,8,762
5,475,26,578,5,675
30,711,2,667,8,261
2,41,4,103,973,17
5,331,5,182,6,301
3,197,2,616,9,623
4,495,4,508,8,480
5,647,1,426,8,580
3,553,3,373,6,191
6,433,1,707,6,735
7,262,15,600,6,149
27,445,4,697,796,581
573,230,2,237,6,680
4,860,41,61,9,285
3,462,12,332,5,539
10,308,2,626,7,682
5,473,4,757,86,989
7,109,13,18,7,8
6,13,3,747,9,780
4,800,1,798,8,756
27,491,2,11,8,161
5,549,1,864,6,963
6,895,35,241,6,660
38,628,3,97,92,514
20,419,43,298,7,245
6,137,40,941,9,687
5,198,2,661,5,492
5,237,3,92,4,561
5,669,14,84,654,12
48,37,39,691,672,357
41,868,2,820,4,589
14,417,28,81,737,987
42,243,2,670,5,193
19,956,39,38,4,625
41,417,3,367,5,858
48,676,45,653,47,992
621,538,1,875,9,900
5,130,23,650,9,21
7,342,28,813,6,114
19,645,46,560,8,509
6,594,399,983,6,343
4,56,4,457,7,908
6,923,30,73,8,492
28,698,4,165,46,634
426,327,5,395,7,214
5,434,39,318,589,63
4,479,3,879,4,923
7,440,12,296,9,109
48,208,48,814,739,892
5,796,2,727,6,344
2,79,4,106,8,831
6,154,5,106,5,424
18,199,22,815,43,80
686,346,12,900,8,808
4,963,37,564,4,902
5,928,2,906,5,631
6,409,32,305,6,610
7,87,20,460,8,389
16,361,19,348,5,938
6,136,1,871,8,967
6,763,2,776,5,443
34,35,26,348,9,525
14,129,4,185,574,642
47,50,55,235,863,185
29,680,2,371,46,659
3,110,12,249,9,408
6,197,14,678,986,192
6,427,5,176,4,305
16,799,32,783,4,597
48,3,4,493,5,640
6,70,27,508,6,629
2,894,4,72,553,253
730,448,16,451,9,928
2,550,5,514,907,435
3,601,5,56,7,953
42,755,2,423,5,814
5,20,33,123,6,833
14,602,3,343,8,868
6,144,5,223,8,961
2,282,12,555,6,405
8,523,13,522,9,519
7,170,46,332,6,45
48,516,14,785,43,205
1,486,1,944,5,725
4,442,1,940,74,422
6,612,4,893,5,466
47,560,24,998,9,973
425,231,5,118,7,89
6,393,16,195,9,587
28,561,12,37,9,631
39,325,2,105,4,886
6,997,4,123,5,988
10,99,4,796,7,340
2,848,3,550,7,832
5,381,23,987,6,897
19,234,3,243,9,680
47,509,46,682,9,590
5,316,1,559,6,34
6,86,4,398,8,646
7,64,46,589,4,400
3,9,12,724,7,763
3,532,43,739,8,952
2,683,40,101,8,388
5,542,43,588,8,132
7,399,3,211,811,818
5,848,2,619,9,326
5,471,127,974,9,473
633,409,3,710,5,424
5,563,5,479,9,534
31,33,5,91,6,651
32,355,3,515,9,38
7,447,3,46,8,564
10,142,36,716,43,318
12,53,3,541,6,133
19,493,476,161,7,661
4,364,16,176,9,608
5,134,15,638,45,655
4,992,2,569,4,385
10,387,13,726,7,765
6,747,3,57,6,463
1,112,4,289,9,249
7,398,1,863,8,35
7,180,44,19,4,846
11,137,4,623,8,690
607,187,3,435,6,343
6,165,41,611,735,648
25,618,32,50,7,254
1,964,268,960,7,86
3,39,1,850,9,93
15,581,1,725,9,260
6,624,16,574,8,449
4,968,3,718,6,374
19,141,3,522,9,693
7,487,37,382,7,40
710,518,4,741,46,484
38,438,2,622,9,465
39,14,42,923,4,903
29,833,2,792,9,63
31,906,17,633,6,432
3,967,37,487,9,117
551,872,4,615,8,486
7,659,331,354,6,650
6,960,48,286,5,990
5,804,3,479,6,531
9,830,45,544,8,445
17,171,19,450,5,298
6,750,24,633,923,301
20,504,4,519,7,287
704,850,43,407,6,664
17,218,25,698,7,543
3,335,43,29,5,608
15,375,3,540,6,877
7,351,4,405,5,476
2,679,426,713,4,803
3,995,26,839,8,968
7,465,4,256,9,121
11,995,2,933,4,935
2,995,3,874,6,475
3,366,18,422,6,188
5,435,44,703,5,169
40,126,2,921,8,42
5,220,46,187,5,38
5,765,1,831,6,700
6,943,5,362,6,960
5,951,502,308,5,347
7,94,4,865,8,53
9,540,45,646,8,926
5,986,35,116,7,405
18,149,13,903,9,29
3,720,46,611,6,807
31,281,3,947,4,732
4,211,506,993,5,13
42,540,5,550,9,884
1,463,21,708,588,721
8,676,2,538,8,418
5,436,201,727,9,559
4,52,21,752,7,687
6,263,487,168,9,31
5,10,3,63,5,349
4,105,1,424,4,871
2,117,19,93,7,421
5,614,23,239,8,867
19,666,11,773,4,390
4,359,5,218,8,994
2,689,48,824,8,577
16,781,17,747,5,322
6,247,13,931,5,425
10,219,32,475,8,659
14,846,35,656,7,982
7,137,2,928,8,960
8,56,3,32,4,613
922,444,17,38,7,502
5,436,28,877,9,895
489,734,2,546,8,304
6,721,34,767,8,5
7,490,4,739,5,726
21,358,4,354,632,738
5,541,5,207,6,408
3,186,53,527,8,858
5,516,5,385,5,93
5,84,35,256,7,660
3,433,3,820,9,157
7,255,19,480,4,293
19,551,5,52,5,282
3,747,31,221,4,815
5,370,46,510,9,263
28,531,24,740,7,467
2,497,49,852,9,72
14,301,4,469,6,996
11,667,33,191,9,854
6,241,393,436,6,842
25,178,37,676,588,765
39,805,49,947,7,216
35,726,36,979,9,98
12,152,15,188,8,509
6,185,14,729,6,274
5,168,15,608,8,314
22,151,18,340,8,419
2,835,5,92,9,277
47,340,47,614,5,406
2,995,3,627,7,473
4,666,3,95,5,906
3,619,4,554,43,414
6,954,20,81,8,694
20,933,23,658,5,403
46,317,2,518,6,0
9,539,36,91,8,278
9,244,14,229,5,255
7,200,552,290,842,689
3,839,2,40,7,803
1,89,4,205,8,145
5,648,48,670,6,251
6,793,4,524,6,471
5,719,4,958,6,606
11,223,3,492,8,256
5,215,5,251,5,508
6,937,13,435,7,888
44,250,5,160,6,795
4,624,5,180,808,631
7,423,3,639,7,215
24,654,23,170,8,982
393,425,14,347,5,798
7,479,18,934,8,849
6,203,462,438,46,77
35,598,5,135,5,93
12,850,13,901,614,841
7,94,42,765,5,587
5,773,11,625,5,491
1,695,38,6,6,989
11,441,370,958,5,187
21,777,39,329,8,562
16,850,20,503,9,275
6,243,3,250,5,921
486,369,14,214,7,977
3,987,20,269,9,258
6,174,4,722,8,748
5,366,22,868,5,499
5,788,3,901,654,990
5,63,5,550,9,695
7,53,5,289,5,684
241,809,1,336,9,316
6,168,3,122,9,660
573,260,342,681,6,659
5,819,25,253,7,132
5,326,12,153,6,601
2,792,44,448,5,596
5,561,2,856,4,576
5,50,301,870,45,578
5,373,4,743,6,86
30,556,2,719,8,245
11,234,18,742,4,493
9,263,48,372,5,725
12,475,43,394,5,613
17,506,4,446,499,720
33,3,3,41,6,520
450,728,16,174,46,167
1,270,20,11,7,896
7,365,2,590,7,680
5,328,401,784,46,456
1,119,18,14,4,462
8,486,13,220,9,162
5,184,2,999,725,165
29,733,3,450,6,291
26,57,4,561,7,489
33,725,4,137,8,118
3,21,13,187,9,60
27,267,1,732,7,301
3,999,20,499,7,311
7,313,4,26,7,100
1,298,31,284,7,425
696,644,19,464,7,437
4,261,522,997,4,698
6,113,41,442,49,360
39,763,13,837,5,502
3,957,259,365,4,297
5,131,12,583,6,200
36,441,2,880,7,46
3,590,3,865,8,826
11,644,23,774,9,480
19,13,4,269,8,737
4,283,1,592,9,756
595,394,14,947,4,791
4,602,18,580,8,126
1,642,4,584,5,840
2,373,4,814,5,613
20,189,4,512,5,508
5,445,2,772,6,806
46,307,50,270,9,487
44,704,4,125,4,596
42,621,11,601,8,497
4,410,5,341,7,106
4,31,2,582,5,915
2,373,13,395,6,410
3,973,4,602,6,818
7,233,24,107,9,54
513,516,3,220,8,705
5,651,18,271,7,584
6,825,4,975,8,589
4,528,18,992,579,837
5,92,45,451,7,301
30,87,28,938,6,195
4,661,5,86,9,257
6,70,18,56,8,746
6,66,4,565,8,50
5,392,4,987,7,861
17,870,4,521,9,121
15,919,3,299,745,627
7,117,42,749,9,788
4,39,2,374,4,502
6,468,5,45,4,625
7,508,4,513,6,923
302,400,43,955,738,887
3,638,4,145,6,906
6,524,3,36,8,542
2,5,3,545,6,615
7,960,1,313,5,409
32,854,21,571,431,218
3,529,19,499,890,93
7,460,28,633,6,379
12,369,26,479,9,885
6,89,12,845,9,239
5,427,17,666,4,778
5,648,22,154,8,237
2,393,5,15,6,627
5,312,4,655,43,905
1,748,44,726,5,7
1,271,3,524,481,847
2,463,4,298,7,479
4,181,3,467,6,263
5,388,4,898,959,720
4,552,4,708,9,94
29,327,12,828,9,758
2,789,49,810,664,359
21,642,4,127,8,268
6,801,12,364,9,365
7,692,25,732,8,979
6,309,3,177,751,389
2,199,35,836,6,102
5,807,3,467,7,15
4,102,4,314,5,112
24,364,30,718,6,27
6,819,4,811,86,24
12,311,3,438,570,833
588,319,2,608,9,556
2,765,37,71,4,749
41,770,271,297,5,154
3,603,41,832,9,777
20,265,23,516,7,543
27,440,26,833,5,862
18,17,19,178,7,882
3,139,20,103,451,59
3,300,15,996,9,593
46,220,4,267,7,72
6,865,1,416,9,720
48,51,27,666,5,511
299,983,36,35,7,241
6,60,13,320,7,443
2,107,20,425,4,711
23,199,374,537,819,321
3,532,1,394,770,729
7,297,1,890,8,3
35,79,552,723,8,227
1,813,3,5,5,951
45,626,5,515,7,822
3,449,43,754,9,172
5,552,4,964,9,937
10,457,5,99,43,319
11,957,20,639,6,891
908,292,28,791,706,175
7,128,24,456,7,528
1,993,4,879,6,383
3,983,31,134,8,407
46,645,5,428,4,471
377,257,4,550,9,542
45,151,3,172,649,906
49,358,4,513,8,510
11,437,18,629,7,863
22,335,4,643,48,626
4,852,423,897,7,905
30,914,3,271,8,604
1,364,3,671,9,118
12,983,25,153,9,984
42,126,11,718,8,248
3,482,36,848,8,539
608,900,27,464,7,416
300,895,5,286,9,620
5,991,3,442,7,125
11,385,18,271,5,270
21,770,4,161,6,229
6,866,30,570,9,74
35,578,4,154,9,183
7,866,1,828,669,475
5,422,4,692,9,263
2,350,4,573,45,672
23,316,237,603,8,613
5,7,37,817,7,887
6,323,4,194,496,672
6,816,17,959,6,511
2,740,3,102,4,820
3,29,44,8,6,762
32,874,37,825,6,446
7,16,5,429,635,384
49,621,45,700,5,767
2,134,3,874,9,384
21,98,502,441,5,136
34,487,25,285,6,130
6,622,2,591,514,900
41,307,2,782,7,822
3,556,42,375,8,834
922,827,12,385,4,644
11,757,3,18,45,299
18,790,16,194,9,153
7,143,41,869,44,882
3,227,19,525,6,344
5,772,4,875,8,985
3,474,3,392,5,939
6,847,33,359,5,294
5,69,49,610,9,106
43,894,2,411,946,471
7,176,3,85,6,370
5,147,440,944,5,901
710,95,4,483,46,845
